stack=a5n_s2;stackdb=a5n_s2_db2;saveTime=3525316772.278000;version=20150903_v1;numObjects=370;numSpines=258;voxelx=0.18;voxely=0.18;voxelz=1;,
i,roiType,roiTypeNum,x,y,z,channel,groupID,parentID,cPnt,sDist,pDist,cAuto,cAngle,cLine,cLineNum,cx,cy,cz,cDate,cTime,mDate,mTime,cSeconds,mSeconds,userName,note,edgeList,isDirty,isBad,dynBad,intBad,progType,madeFrom,analParam,analResult1,analResult2,analResult3,analResult4,user1,user2,user3,userBool1,userBool2,userBool3,userType,error,,
1,spineROI,0,92.471,116.64,25,,,0,233,67.929,23.293,0,261.85,radius1,1,91.874,117.67,25.8,2013-02-06,12:16:00,2015-09-15,10:08:19,3442997760.000000,3525156499.197000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
1,spineROI,0,95.347,118.25,25,,,0,218,64.484,19.847,0,260.15,radius1,1,94.752,119.35,25.873,2013-02-06,12:16:00,2015-09-15,10:08:19,3442997760.000000,3525156499.199000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
1,spineROI,0,137.96,139.03,22,,,0,41,11.555,-33.082,0,265.18,radius1,1,137.36,142,21.4,2013-02-06,12:20:16,2015-09-15,10:08:19,3442998016.000000,3525156499.201000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
1,spineROI,0,136.04,139.74,22,,,0,46,13.504,-31.132,0,280.5,radius1,1,135.43,141.61,22.4,2013-02-06,12:28:48,2015-09-15,10:08:19,3442998528.000000,3525156499.203000,YongZhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
1,spineROI,0,118.68,140.1,22,,,0,97,30.705,-13.932,0,80.925,radius2,2,119.24,139.58,23.084,2013-11-06,09:53:04,2015-09-15,10:08:19,3466576384.000000,3525156499.206000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
1,spineROI,0,121.18,141.75,22,,,0,92,28.279,-16.358,0,110.97,radius2,2,121.24,140.66,22.465,2013-11-06,09:57:20,2015-09-15,10:08:19,3466576640.000000,3525156499.208000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
1,spineROI,0,91.48,119.55,27,,,0,231,67.17,22.533,0,100.61,radius2,2,91.562,119.24,26,2013-11-06,10:14:24,2015-09-15,10:08:19,3466577664.000000,3525156499.210000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
1,spineROI,0,112.53,131.35,23,,,0,130,41.731,-2.9054,0,268.42,radius1,1,111.86,132.63,23.4,2013-11-06,10:18:40,2015-09-15,10:08:19,3466577920.000000,3525156499.212000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
1,spineROI,0,130.38,143.4,23,,,0,63,18.195,-26.442,0,68.559,radius2,2,130.72,142.9,22.609,2013-11-06,10:22:56,2015-09-15,10:08:19,3466578176.000000,3525156499.214000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
1,spineROI,0,131.68,143.95,23,,,0,59,17.09,-27.547,0,80.289,radius2,2,131.87,142.89,22.388,2013-11-06,10:22:56,2015-09-15,10:08:19,3466578176.000000,3525156499.217000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
1,spineROI,0,124.18,143.05,22,,,0,75,22.642,-21.994,0,64.256,radius2,2,126.42,141.76,21.754,2013-11-06,10:27:12,2015-09-15,10:08:19,3466578432.000000,3525156499.223000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
1,spineROI,0,144.43,142.65,18,,,0,12,3.6239,-41.013,0,242.84,radius1,1,144.68,144.17,16.825,2013-11-06,10:27:12,2015-09-15,10:08:19,3466578432.000000,3525156499.227000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
22,pivotPnt,3,108.99,131.84,23.74,,,0,144,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
23,controlPnt,2,147.6,145.98,17,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
24,controlPnt,2,130.86,142.2,22,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
25,controlPnt,2,114.66,135.72,23,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
26,controlPnt,2,104.58,127.62,25,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
27,controlPnt,2,93.06,119.34,25,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
28,controlPnt,2,78.84,112.32,24,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,108.84,112.3,10,,,1,295,8.6395,-18.186,0,280.13,radius1,1,107.72,111.46,9.75,2013-02-08,16:02:08,2015-09-15,10:08:19,3443184128.000000,3525156499.231000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,117.46,104.35,6,,,1,339,21.496,-5.3292,0,255.03,radius1,1,116.75,103.65,6.687,2013-02-08,16:02:08,2015-09-15,10:08:19,3443184128.000000,3525156499.234000,YongZhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
29,spineROI,0,133.28,93.179,9,,,1,421,42.158,15.333,0,277.86,radius1,1,132.13,91.807,8.9115,2013-02-08,16:02:08,2015-09-15,10:08:19,3443184128.000000,3525156499.236000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,140.13,89.711,8,,,1,460,51.367,24.541,0,266.73,radius1,1,139.37,87.751,8.165,2013-02-08,16:02:08,2015-09-15,10:08:19,3443184128.000000,3525156499.238000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,142.62,87.673,8,,,1,470,54.613,27.787,0,296.71,radius1,1,141.97,86.968,8.4354,2013-02-08,16:02:08,2015-09-15,10:08:19,3443184128.000000,3525156499.240000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,128.98,91.312,8,,,1,410,39.827,13.001,0,93.105,radius2,2,129.35,91.745,8.9068,2013-02-08,16:02:08,2015-09-15,10:08:19,3443184128.000000,3525156499.242000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,124.89,93.194,8,,,1,392,35.626,8.8008,0,83.691,radius2,2,125.89,94.277,8.3614,2013-02-08,16:02:08,2015-09-15,10:08:19,3443184128.000000,3525156499.244000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,120.83,96.521,8,,,1,366,29.576,2.7507,0,103.1,radius2,2,121.58,97.382,7.9743,2013-02-08,16:02:08,2015-09-15,10:08:19,3443184128.000000,3525156499.246000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,111.99,105.39,7,,,1,321,16.013,-10.813,0,80.998,radius2,2,112.49,106.18,7.0553,2013-02-08,16:02:08,2015-09-15,10:08:19,3443184128.000000,3525156499.248000,YongZhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
29,spineROI,0,126.24,96.785,7,,,1,386,34.089,7.2641,0,259.4,radius1,1,125.95,96.194,7.7318,2013-02-08,16:10:40,2015-09-15,10:08:19,3443184640.000000,3525156499.251000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,124.45,94.623,10,,,1,386,34.089,7.2641,0,93.141,radius2,2,125.01,95.156,7.7318,2013-02-08,16:53:20,2015-09-15,10:08:19,3443187200.000000,3525156499.253000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,128.86,94.618,8,,,1,400,37.494,10.669,0,291.58,radius1,1,128.33,94.343,8.4199,2013-11-16,21:07:12,2015-09-15,10:08:19,3467480832.000000,3525156499.259000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,122.62,100.17,7,,,1,360,28.25,1.4244,0,290.22,radius1,1,121.21,99.443,8,2013-11-16,21:15:44,2015-09-15,10:08:19,3467481344.000000,3525156499.264000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,121.77,102.42,7,,,1,356,27.344,0.51838,0,259.43,radius1,1,120.55,100,8.3282,2013-11-16,21:15:44,2015-09-15,10:08:19,3467481344.000000,3525156499.268000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,112.54,103.8,7,,,1,332,19.404,-7.4215,0,112.31,radius2,2,114.69,104.17,7.4505,2013-11-16,21:20:00,2015-09-15,10:08:19,3467481600.000000,3525156499.270000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,118.34,103.4,6,,,1,345,24.04,-2.7851,0,239.31,radius1,1,118.17,102.1,7.8128,2013-11-16,21:24:16,2015-09-15,10:08:19,3467481856.000000,3525156499.272000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
45,pivotPnt,3,119.78,99.822,9.6819,,,1,354,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
46,controlPnt,2,100.26,114.84,18,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
47,controlPnt,2,107.1,110.88,10,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
48,controlPnt,2,115.92,103.14,7,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
49,controlPnt,2,125.64,95.4,8,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
50,controlPnt,2,137.34,87.66,9,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
51,controlPnt,2,149.22,84.6,9,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
52,spineROI,0,137.18,119.95,11,,,2,519,2.5296,-5.2283,0,45.181,radius2,2,137.27,120.87,8.2981,2013-02-11,10:22:56,2015-09-15,10:08:19,3443422976.000000,3525156499.274000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
52,spineROI,0,140.01,116.01,16,,,2,540,7.7579,0,0,97.237,radius2,2,141.03,116.88,15.35,2013-02-11,10:22:56,2015-09-15,10:08:19,3443422976.000000,3525156499.276000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
52,spineROI,0,147.62,106.38,32,,,2,591,19.852,12.094,0,67.644,radius2,2,148.16,108.1,31.241,2013-02-11,10:22:56,2015-09-15,10:08:19,3443422976.000000,3525156499.279000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
52,spineROI,0,153.83,104.51,37,,,2,614,25.827,18.069,0,261.54,radius1,1,152.75,104.34,36.065,2013-02-11,10:22:56,2015-09-15,10:08:19,3443422976.000000,3525156499.281000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
52,spineROI,0,147.23,113.52,26,,,2,567,14.648,6.8897,0,280.94,radius1,1,146.44,113.21,24.378,2013-02-11,10:22:56,2015-09-15,10:08:19,3443422976.000000,3525156499.283000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
52,spineROI,0,145.07,117.09,18,,,2,550,10.564,2.806,0,281.52,radius1,1,144.07,116.51,19.137,2013-02-11,10:22:56,2015-09-15,10:08:19,3443422976.000000,3525156499.285000,YongZhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
52,spineROI,0,143.69,120.35,13,,,2,539,7.7579,0,0,273.55,radius1,1,141.67,118.19,15,2013-02-11,10:22:56,2015-09-15,10:08:19,3443422976.000000,3525156499.287000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
59,pivotPnt,3,141.3,117.54,15,,,2,540,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
60,controlPnt,2,136.44,123.12,6,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
61,controlPnt,2,141.3,117.54,15,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
62,controlPnt,2,146.88,110.88,27,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
63,controlPnt,2,149.94,107.28,33,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
64,controlPnt,2,151.56,102.96,37,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
65,spineROI,0,168.5,121.9,5,,,3,631,2.261,-15.542,0,79.463,radius2,2,169.74,120.77,6.6354,2013-02-11,11:09:52,2015-09-15,10:08:19,3443425792.000000,3525156499.290000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
65,spineROI,0,164.98,116.95,8,,,3,659,9.635,-8.1682,0,104.34,radius2,2,165.46,116.17,8.8508,2013-02-11,11:09:52,2015-09-15,10:08:19,3443425792.000000,3525156499.292000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
65,spineROI,0,159.63,110.48,13,,,3,695,17.51,-0.29341,0,69.763,radius2,2,160.86,110.02,12.204,2013-02-11,11:09:52,2015-09-15,10:08:19,3443425792.000000,3525156499.294000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
65,spineROI,0,157.01,106.79,22,,,3,718,22.932,5.1291,0,91.695,radius2,2,157.9,105.81,21.264,2013-02-11,11:09:52,2015-09-15,10:08:19,3443425792.000000,3525156499.296000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
65,spineROI,0,159.56,103.24,24,,,3,721,23.715,5.9122,0,244.61,radius1,1,158.63,104.49,23.504,2013-02-11,11:09:52,2015-09-15,10:08:19,3443425792.000000,3525156499.299000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
65,spineROI,0,166.84,112.32,11,,,3,668,11.483,-6.3203,0,261.25,radius1,1,165.48,113.81,8.9897,2013-02-11,11:09:52,2015-09-15,10:08:19,3443425792.000000,3525156499.301000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
65,spineROI,0,170.66,117.35,6,,,3,639,4.0466,-13.757,0,203.52,radius1,1,170.1,118.85,6.4999,2013-02-11,11:09:52,2015-09-15,10:08:19,3443425792.000000,3525156499.303000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
65,spineROI,0,162.08,112.75,11,,,3,681,14.457,-3.3462,0,98.955,radius2,2,162.56,112.28,10.672,2013-11-16,21:37:04,2015-09-15,10:08:19,3467482624.000000,3525156499.305000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
73,pivotPnt,3,161.15,109.33,12.135,,,3,696,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
74,controlPnt,2,171.72,121.68,6,,,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
75,controlPnt,2,165.06,114.48,9,,,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
76,controlPnt,2,160.2,107.46,15,,,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
77,controlPnt,2,153.9,101.7,35,,,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
78,spineROI,0,149.63,99.259,34,,,4,764,5.1098,-12.401,0,136.21,radius2,2,149.61,97.9,33.279,2013-02-11,12:05:20,2015-09-15,10:08:19,3443429120.000000,3525156499.307000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
78,spineROI,0,139.5,90.366,23,,,4,818,17.51,0,0,68.689,radius2,2,141.42,89.438,23.127,2013-02-11,12:05:20,2015-09-15,10:08:19,3443429120.000000,3525156499.310000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
78,spineROI,0,141,77.953,10,,,4,876,30.338,12.827,0,100.65,radius2,2,141.48,77.857,9.7651,2013-02-11,12:05:20,2015-09-15,10:08:19,3443429120.000000,3525156499.313000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
78,spineROI,0,145.04,74.692,13,,,4,893,34.06,16.55,0,247.46,radius1,1,144.31,75.042,11.652,2013-02-11,12:05:20,2015-09-15,10:08:19,3443429120.000000,3525156499.315000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
78,spineROI,0,142.74,84.83,15,,,4,838,21.951,4.4411,0,244.74,radius1,1,141.58,85.169,16.41,2013-02-11,12:05:20,2015-09-15,10:08:19,3443429120.000000,3525156499.317000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
78,spineROI,0,145.9,89.38,27,,,4,803,14.209,-3.3014,0,280.13,radius1,1,144.92,90.093,26.891,2013-02-11,12:05:20,2015-09-15,10:08:19,3443429120.000000,3525156499.319000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
78,spineROI,0,142.32,91.998,26,,,4,804,14.436,-3.074,0,75.239,radius2,2,143.83,91.008,26.491,2013-11-16,21:28:32,2015-09-15,10:08:19,3467482112.000000,3525156499.322000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
78,spineROI,0,150.54,93.764,31,,,4,774,7.307,-10.203,0,261.33,radius1,1,149.44,95.197,32.055,2013-11-16,21:32:48,2015-09-15,10:08:19,3467482368.000000,3525156499.324000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
86,pivotPnt,3,141.74,88.814,23,,,4,818,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
87,controlPnt,2,153.36,101.34,37,,,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
88,controlPnt,2,148.14,94.68,32,,,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
89,controlPnt,2,141.66,88.92,23,,,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
90,controlPnt,2,141.12,81.72,14,,,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
91,controlPnt,2,143.28,75.06,12,,,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
92,controlPnt,2,142.92,71.64,13,,,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
93,spineROI,0,79.706,39.231,37,,,5,911,1.687,-13.843,0,97.347,radius2,2,78.288,38.37,36.192,2013-02-11,14:56:00,2015-09-15,10:08:19,3443439360.000000,3525156499.326000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
93,spineROI,0,77.455,40.815,37,,,5,921,3.9844,-11.545,0,90.486,radius2,2,76.847,40.138,36.969,2013-02-11,14:56:00,2015-09-15,10:08:19,3443439360.000000,3525156499.328000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
93,spineROI,0,78.078,42.393,34,,,5,931,6.4499,-9.0796,0,116,radius2,2,75.127,41.759,35.616,2013-02-11,14:56:00,2015-09-15,10:08:19,3443439360.000000,3525156499.330000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
93,spineROI,0,75.076,44.506,34,,,5,935,7.4737,-8.0558,0,65.756,radius2,2,74.445,42.498,34.191,2013-02-11,14:56:00,2015-09-15,10:08:19,3443439360.000000,3525156499.333000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
93,spineROI,0,74.576,44.806,30,,,5,948,10.673,-4.8568,0,133.79,radius2,2,72.591,45.048,30.55,2013-02-11,14:56:00,2015-09-15,10:08:19,3443439360.000000,3525156499.335000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
93,spineROI,0,70.674,49.88,26,,,5,966,15.529,0,0,85.956,radius2,2,69.595,48.664,27.624,2013-02-11,14:56:00,2015-09-15,10:08:19,3443439360.000000,3525156499.337000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
93,spineROI,0,67.428,53.715,22,,,5,988,21.133,5.6033,0,74.664,radius2,2,66.761,52.875,22.63,2013-02-11,15:00:16,2015-09-15,10:08:19,3443439616.000000,3525156499.339000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
93,spineROI,0,67.417,47.612,26,,,5,973,17.489,1.9597,0,305.33,radius1,1,67.379,48.917,24.842,2013-02-11,15:00:16,2015-09-15,10:08:19,3443439616.000000,3525156499.342000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
93,spineROI,0,69.796,43.95,31,,,5,949,11.115,-4.414,0,238.3,radius1,1,71.408,44.236,30.319,2013-02-11,15:00:16,2015-09-15,10:08:19,3443439616.000000,3525156499.344000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
93,spineROI,0,71.614,41.893,33,,,5,942,9.1816,-6.3479,0,294.52,radius1,1,72.159,42.863,32.098,2013-02-11,15:00:16,2015-09-15,10:08:19,3443439616.000000,3525156499.346000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
93,spineROI,0,72.781,40.476,34,,,5,936,7.7297,-7.7998,0,281.04,radius1,1,73.348,41.62,33.991,2013-02-11,15:00:16,2015-09-15,10:08:19,3443439616.000000,3525156499.349000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
93,spineROI,0,73.965,39.097,37,,,5,931,6.4499,-9.0796,0,308.35,radius1,1,74.071,40.84,35.616,2013-02-11,15:00:16,2015-09-15,10:08:19,3443439616.000000,3525156499.351000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
93,spineROI,0,75.604,37.847,36,,,5,919,3.482,-12.047,0,283.89,radius1,1,76.175,38.855,36.908,2013-02-11,15:00:16,2015-09-15,10:08:19,3443439616.000000,3525156499.353000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
93,spineROI,0,61.293,54.863,21,,,5,1000,23.847,8.3174,0,239.16,radius1,1,63.978,54.239,21.064,2013-11-16,21:41:20,2015-09-15,10:08:19,3467482880.000000,3525156499.355000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
107,pivotPnt,3,69.12,48.06,29,,,5,965,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
108,controlPnt,2,78.66,36.72,39,,,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
109,controlPnt,2,73.62,42.12,34,,,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
110,controlPnt,2,69.12,48.06,29,,,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
111,controlPnt,2,64.98,53.82,22,,,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
112,controlPnt,2,62.82,61.92,17,,,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
113,spineROI,0,156.59,48.426,12,,,6,1121,19.543,-9.1454,0,287.43,radius1,1,155.03,46.38,10.225,2013-02-11,16:17:04,2015-09-15,10:08:19,3443444224.000000,3525156499.357000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
113,spineROI,0,159.95,40.113,12,,,6,1161,28.688,0,0,240.8,radius1,1,159.08,39.126,10.966,2013-02-11,16:17:04,2015-09-15,10:08:19,3443444224.000000,3525156499.360000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
113,spineROI,0,163.38,34.843,10,,,6,1194,36.17,7.4823,0,262.6,radius1,1,161.58,33.514,10.673,2013-02-11,16:17:04,2015-09-15,10:08:19,3443444224.000000,3525156499.362000,YongZhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
113,spineROI,0,163.38,31.154,11,,,6,1206,38.575,9.8865,0,295.76,radius1,1,162.43,31.3,9.8233,2013-02-11,16:17:04,2015-09-15,10:08:19,3443444224.000000,3525156499.364000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
113,spineROI,0,169.89,25.66,20,,,6,1252,50.593,21.905,0,252.99,radius1,1,168.89,24.302,20.326,2013-02-11,16:21:20,2015-09-15,10:08:19,3443444480.000000,3525156499.366000,YongZhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
113,spineROI,0,171.9,22.973,24,,,6,1265,53.581,24.893,0,260.78,radius1,1,170.65,21.822,23.674,2013-02-11,16:21:20,2015-09-15,10:08:19,3443444480.000000,3525156499.368000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
113,spineROI,0,159.08,29.745,10,,,6,1213,39.968,11.28,0,105.74,radius2,2,161.49,29.537,10.532,2013-02-11,16:21:20,2015-09-15,10:08:19,3443444480.000000,3525156499.371000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
