stack=a5n_s0;stackdb=a5n_s0_db2;saveTime=3525316771.913000;version=20150903_v1;numObjects=386;numSpines=273;voxelx=0.18;voxely=0.18;voxelz=1;,
i,roiType,roiTypeNum,x,y,z,channel,groupID,parentID,cPnt,sDist,pDist,cAuto,cAngle,cLine,cLineNum,cx,cy,cz,cDate,cTime,mDate,mTime,cSeconds,mSeconds,userName,note,edgeList,isDirty,isBad,dynBad,intBad,progType,madeFrom,analParam,analResult1,analResult2,analResult3,analResult4,user1,user2,user3,userBool1,userBool2,userBool3,userType,error,,
1,spineROI,0,124.94,143.51,20,,,0,92,28.771,-13.308,0,91.313,radius2,2,125.34,142.77,19.902,2013-11-06,09:53:04,2015-09-15,10:08:14,3466576384.000000,3525156494.535000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
1,spineROI,0,127.33,144.72,18,,,0,83,25.81,-16.269,0,87.205,radius2,2,127.76,143.92,18,2013-11-06,10:05:52,2015-09-15,10:08:14,3466577152.000000,3525156494.537000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
1,spineROI,0,97.578,122.87,21,,,0,223,64.209,22.13,0,75.287,radius2,2,98.087,122.66,20.8,2013-11-06,10:14:24,2015-09-15,10:08:14,3466577664.000000,3525156494.539000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
1,spineROI,0,119.03,134.62,19,,,0,125,38.892,-3.1869,0,270.5,radius1,1,118.32,135.88,19.032,2013-11-06,10:18:40,2015-09-15,10:08:14,3466577920.000000,3525156494.541000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
1,spineROI,0,136.58,146.42,19,,,0,52,16.595,-25.484,0,92.031,radius2,2,136.58,145.89,18.8,2013-11-06,10:22:56,2015-09-15,10:08:14,3466578176.000000,3525156494.543000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
1,spineROI,0,137.98,146.82,17,,,0,48,15.286,-26.793,0,100.71,radius2,2,137.85,145.93,17.94,2013-11-06,10:22:56,2015-09-15,10:08:14,3466578176.000000,3525156494.545000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
1,spineROI,0,130.73,145.77,17,,,0,64,20.258,-21.821,0,40.172,radius2,2,133.08,144.91,17.479,2013-11-06,10:27:12,2015-09-15,10:08:14,3466578432.000000,3525156494.552000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
1,spineROI,0,151.03,146.02,15,,,0,4,1.1586,-40.921,0,250.07,radius1,1,151.21,146.76,13.06,2013-11-06,10:27:12,2015-09-15,10:08:14,3466578432.000000,3525156494.557000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,ch1 den start;ch2 den start;,,
22,pivotPnt,3,115.2,135,19,,,0,140,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
23,controlPnt,2,152.1,147.6,14,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
24,controlPnt,2,134.64,144.72,18,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
25,controlPnt,2,120.78,138.78,19,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
26,controlPnt,2,109.44,129.42,21,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
27,controlPnt,2,97.92,121.5,20,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
28,controlPnt,2,85.86,115.74,20,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,115.21,115.25,8,,,1,270,2.2609,-17.987,0,307.39,radius1,1,113.89,114.74,6.4785,2013-02-08,15:49:20,2015-09-15,10:08:14,3443183360.000000,3525156494.560000,YongZhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
29,spineROI,0,133.4,99.49,2,,,1,373,28.549,8.301,0,272.92,radius1,1,132.85,99.01,3.4081,2013-02-08,15:49:20,2015-09-15,10:08:14,3443183360.000000,3525156494.562000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,135.78,98,6,,,1,386,31.775,11.527,0,277.56,radius1,1,135.04,97.124,4.6802,2013-02-08,15:49:20,2015-09-15,10:08:14,3443183360.000000,3525156494.565000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,146.24,92.159,3,,,1,446,45.445,25.197,0,256.33,radius1,1,145.98,90.429,4,2013-02-08,15:49:20,2015-09-15,10:08:14,3443183360.000000,3525156494.567000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,149.46,90.141,3,,,1,460,48.66,28.412,0,285.28,radius1,1,148.95,89.56,4.1106,2013-02-08,15:53:36,2015-09-15,10:08:14,3443183616.000000,3525156494.569000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,150.83,86.239,4,,,1,473,52.195,31.947,0,84.591,radius2,2,150.78,87.556,4.1983,2013-02-08,15:53:36,2015-09-15,10:08:14,3443183616.000000,3525156494.571000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,131.78,95.977,4,,,1,379,30.12,9.8713,0,94.538,radius2,2,132.85,96.838,3.9862,2013-02-08,15:53:36,2015-09-15,10:08:14,3443183616.000000,3525156494.574000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,118.69,108.26,4,,,1,299,9.9265,-10.322,0,93.271,radius2,2,119.17,108.98,3.6141,2013-02-08,15:53:36,2015-09-15,10:08:14,3443183616.000000,3525156494.576000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,139.52,95.748,5,,,1,410,36.816,16.568,0,246.78,radius1,1,139.24,94.235,5.0394,2013-02-08,16:14:56,2015-09-15,10:08:14,3443184896.000000,3525156494.578000,YongZhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
29,spineROI,0,131.56,97.625,4,,,1,372,28.282,8.0338,0,73.179,radius2,2,131.7,98.166,3.6222,2013-02-08,16:53:20,2015-09-15,10:08:14,3443187200.000000,3525156494.580000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,135.74,94.157,5,,,1,398,34.286,14.038,0,109.52,radius2,2,136.26,94.384,4.1147,2013-11-16,21:11:28,2015-09-15,10:08:14,3467481088.000000,3525156494.582000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,127.5,99.754,6,,,1,354,24.331,4.0828,0,128.7,radius2,2,128.63,100.11,3.9068,2013-11-16,21:11:28,2015-09-15,10:08:14,3467481088.000000,3525156494.588000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
29,spineROI,0,123.95,106.84,3,,,1,321,15.503,-4.7453,0,236.81,radius1,1,123.72,106.19,3.369,2013-11-16,21:15:44,2015-09-15,10:08:14,3467481344.000000,3525156494.593000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,129.55,102.37,4,,,1,353,24.08,3.8315,0,271.36,radius1,1,129.04,101.46,4.1363,2013-11-16,21:15:44,2015-09-15,10:08:14,3467481344.000000,3525156494.597000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
29,spineROI,0,128.5,105.12,4,,,1,343,21.408,1.1599,0,258.02,radius1,1,127.18,102.72,4.4308,2013-11-16,21:15:44,2015-09-15,10:08:14,3467481344.000000,3525156494.599000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
29,spineROI,0,119.53,106.39,4,,,1,311,13.377,-6.871,0,92.904,radius2,2,121.19,107.28,3.88,2013-11-16,21:20:00,2015-09-15,10:08:14,3467481600.000000,3525156494.601000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
29,spineROI,0,125.13,106.29,3,,,1,330,17.754,-2.4945,0,246.46,radius1,1,124.71,104.75,4.6593,2013-11-16,21:24:16,2015-09-15,10:08:14,3467481856.000000,3525156494.604000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
46,pivotPnt,3,126.18,102.78,6.5427,,,1,339,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
47,controlPnt,2,111.78,115.02,9,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
48,controlPnt,2,119.7,109.8,4,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
49,controlPnt,2,126.54,102.06,5,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
50,controlPnt,2,136.62,95.04,5,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
51,controlPnt,2,142.56,91.26,4,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
52,controlPnt,2,149.22,88.02,3,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
53,controlPnt,2,155.7,87.12,4,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
54,spineROI,0,143.46,123.12,8,,,2,512,2.4218,-5.7556,0,57.967,radius2,2,143.77,123.93,4.5489,2013-02-11,10:14:24,2015-09-15,10:08:14,3443422464.000000,3525156494.606000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
54,spineROI,0,146.52,118.63,11,,,2,534,8.1774,0,0,78.522,radius2,2,147.47,119.95,10.8,2013-02-11,10:14:24,2015-09-15,10:08:14,3443422464.000000,3525156494.609000,YongZhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
54,spineROI,0,154.61,109.67,26,,,2,585,19.338,11.161,0,48.896,radius2,2,154.5,111.57,26.021,2013-02-11,10:14:24,2015-09-15,10:08:14,3443422464.000000,3525156494.614000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
54,spineROI,0,160.06,107.92,32,,,2,606,25.662,17.485,0,236.66,radius1,1,158.9,107.16,31.878,2013-02-11,10:14:24,2015-09-15,10:08:14,3443422464.000000,3525156494.619000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
54,spineROI,0,151.93,119.75,15,,,2,548,11.268,3.0906,0,274.58,radius1,1,151.12,119.17,15.226,2013-02-11,10:18:40,2015-09-15,10:08:14,3443422720.000000,3525156494.622000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
54,spineROI,0,149.97,123.1,9,,,2,532,7.2658,-0.91161,0,281,radius1,1,147.99,121.41,10.4,2013-02-11,10:18:40,2015-09-15,10:08:14,3443422720.000000,3525156494.625000,YongZhang,,,,0,,,,,,,,,,,,,,,,,ch1 Backbone seed error;ch2 Backbone seed error;,,
54,spineROI,0,153.61,117.29,17,,,2,560,14.191,6.0139,0,263.43,radius1,1,152.98,116.77,18.664,2013-11-16,21:28:32,2015-09-15,10:08:14,3467482112.000000,3525156494.627000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
61,pivotPnt,3,148.14,120.24,11,,,2,534,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
62,controlPnt,2,142.92,125.82,4,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
63,controlPnt,2,148.14,120.24,11,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
64,controlPnt,2,153.54,114.12,22,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
65,controlPnt,2,156.96,109.98,29,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
66,controlPnt,2,158.22,106.02,32,,,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
67,spineROI,0,175.07,124.09,2,,,3,623,2.2577,-15.363,0,62.426,radius2,2,176.46,123.51,2.6583,2013-02-11,11:01:20,2015-09-15,10:08:14,3443425280.000000,3525156494.630000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
67,spineROI,0,167,113.39,8,,,3,682,17.621,0,0,95.594,radius2,2,167.47,112.88,7.9851,2013-02-11,11:01:20,2015-09-15,10:08:14,3443425280.000000,3525156494.632000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
67,spineROI,0,163.06,109.14,18,,,3,703,22.703,5.0827,0,53.425,radius2,2,164.46,109.03,15.957,2013-02-11,11:01:20,2015-09-15,10:08:14,3443425280.000000,3525156494.634000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
67,spineROI,0,166.33,106.27,19,,,3,708,23.822,6.2013,0,256.95,radius1,1,164.91,107.38,19.096,2013-02-11,11:01:20,2015-09-15,10:08:14,3443425280.000000,3525156494.636000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
67,spineROI,0,173.52,115.15,6,,,3,658,11.729,-5.8914,0,285.84,radius1,1,171.89,116.17,5.7279,2013-02-11,11:01:20,2015-09-15,10:08:14,3443425280.000000,3525156494.638000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
67,spineROI,0,177.56,120.27,2,,,3,628,3.5211,-14.099,0,258.6,radius1,1,176.52,121.66,3.2715,2013-02-11,11:01:20,2015-09-15,10:08:14,3443425280.000000,3525156494.640000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
67,spineROI,0,171.91,119.84,3,,,3,645,7.8326,-9.788,0,81.946,radius2,2,172.55,119.49,4.5869,2013-11-16,21:37:04,2015-09-15,10:08:14,3467482624.000000,3525156494.643000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
67,spineROI,0,168.66,115.39,6,,,3,670,14.58,-3.0405,0,94.378,radius2,2,169.14,114.98,6.291,2013-11-16,21:37:04,2015-09-15,10:08:14,3467482624.000000,3525156494.645000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
75,pivotPnt,3,167.76,112.36,7.9177,,,3,682,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
76,controlPnt,2,178.74,123.84,0,,,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
77,controlPnt,2,171.18,117,6,,,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
78,controlPnt,2,164.16,107.82,19,,,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
79,controlPnt,2,159.66,104.22,32,,,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
80,spineROI,0,156.09,102.47,28,,,4,756,4.7484,-12.966,0,126.68,radius2,2,156.22,101.52,28.528,2013-02-11,11:52:32,2015-09-15,10:08:14,3443428352.000000,3525156494.651000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
80,spineROI,0,148.94,95.092,20,,,4,803,15.979,-1.7355,0,108.3,radius2,2,149.45,93.604,20.793,2013-02-11,11:56:48,2015-09-15,10:08:14,3443428608.000000,3525156494.655000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
80,spineROI,0,146.15,93.639,18,,,4,811,17.742,0.027918,0,68.431,radius2,2,148.03,92.607,18.934,2013-02-11,11:56:48,2015-09-15,10:08:14,3443428608.000000,3525156494.660000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
80,spineROI,0,151.97,77.642,7,,,4,878,34.34,16.625,0,264.72,radius1,1,150.51,77.911,5.9149,2013-02-11,11:56:48,2015-09-15,10:08:14,3443428608.000000,3525156494.662000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
80,spineROI,0,149,88.284,11,,,4,832,22.488,4.7739,0,248.34,radius1,1,148.14,87.853,12.809,2013-02-11,11:56:48,2015-09-15,10:08:14,3443428608.000000,3525156494.664000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
80,spineROI,0,152.52,92.513,21,,,4,796,14.306,-3.4081,0,271.73,radius1,1,151.56,93.614,22.334,2013-02-11,11:56:48,2015-09-15,10:08:14,3443428608.000000,3525156494.666000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
80,spineROI,0,156.97,97.335,26,,,4,773,8.6652,-9.0494,0,289.93,radius1,1,155.12,97.694,27.143,2013-02-11,11:56:48,2015-09-15,10:08:14,3443428608.000000,3525156494.668000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
80,spineROI,0,147.64,80.226,5,,,4,860,30.624,12.91,0,56.411,radius2,2,148.12,81.108,4.9953,2013-11-16,21:32:48,2015-09-15,10:08:14,3467482368.000000,3525156494.670000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
88,pivotPnt,3,148.47,92.104,18.993,,,4,810,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
89,controlPnt,2,159.84,104.4,32,,,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
90,controlPnt,2,154.44,97.92,29,,,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
91,controlPnt,2,148.5,92.16,18,,,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
92,controlPnt,2,147.78,84.24,11,,,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
93,controlPnt,2,149.76,78.12,6,,,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
94,controlPnt,2,150.12,73.08,9,,,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
95,spineROI,0,87.438,41.195,35,,,5,909,3.6304,-14.42,0,444.77,radius2,2,85.59,41.502,34.632,2013-02-11,14:43:12,2015-09-15,10:08:14,3443438592.000000,3525156494.672000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
95,spineROI,0,86.166,43.091,35,,,5,912,4.3149,-13.735,0,101.82,radius2,2,85.112,42.57,33.188,2013-02-11,14:43:12,2015-09-15,10:08:14,3443438592.000000,3525156494.675000,YongZhang,,,,1,,,,,,,,,,,,,,,,,,,
95,spineROI,0,83.682,45.121,34,,,5,920,6.4199,-11.63,0,55.309,radius2,2,83.705,44.118,32.987,2013-02-11,14:43:12,2015-09-15,10:08:14,3443438592.000000,3525156494.677000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
95,spineROI,0,85.478,46.164,29,,,5,933,9.3362,-8.7139,0,114.12,radius2,2,82.126,45.708,30.703,2013-02-11,14:43:12,2015-09-15,10:08:14,3443438592.000000,3525156494.679000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
95,spineROI,0,82.269,48.373,29,,,5,936,10.002,-8.0483,0,63.888,radius2,2,81.648,46.329,29.857,2013-02-11,14:43:12,2015-09-15,10:08:14,3443438592.000000,3525156494.681000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
95,spineROI,0,81.339,49.907,27,,,5,946,12.304,-5.7456,0,56.145,radius2,2,80.456,47.951,26.507,2013-02-11,14:47:28,2015-09-15,10:08:14,3443438848.000000,3525156494.684000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
95,spineROI,0,77.971,52.883,20,,,5,969,18.05,0,0,85.372,radius2,2,77.254,52.179,21.977,2013-02-11,14:47:28,2015-09-15,10:08:14,3443438848.000000,3525156494.686000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
95,spineROI,0,74.657,57.323,17,,,5,997,24.651,6.6007,0,99.841,radius2,2,73.612,56.896,18.077,2013-02-11,14:47:28,2015-09-15,10:08:14,3443438848.000000,3525156494.688000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
95,spineROI,0,68.425,58.728,17,,,5,1009,27.288,9.2376,0,232.33,radius1,1,71.083,58.236,16.995,2013-02-11,14:47:28,2015-09-15,10:08:14,3443438848.000000,3525156494.690000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
95,spineROI,0,74.54,51.416,21,,,5,976,19.745,1.6946,0,292.43,radius1,1,74.828,52.49,21.021,2013-02-11,14:47:28,2015-09-15,10:08:14,3443438848.000000,3525156494.692000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
95,spineROI,0,77.191,48.027,26,,,5,953,13.9,-4.1504,0,256.24,radius1,1,78.349,48.455,25.926,2013-02-11,14:47:28,2015-09-15,10:08:14,3443438848.000000,3525156494.694000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
95,spineROI,0,79.872,44.488,30,,,5,937,10.22,-7.8299,0,281.83,radius1,1,80.468,45.539,29.457,2013-02-11,14:47:28,2015-09-15,10:08:14,3443438848.000000,3525156494.697000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
95,spineROI,0,80.868,42.862,33,,,5,927,8.0287,-10.021,0,280.81,radius1,1,81.621,43.965,31.695,2013-02-11,14:47:28,2015-09-15,10:08:14,3443438848.000000,3525156494.699000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
95,spineROI,0,82.846,41.434,31,,,5,916,5.3455,-12.705,0,286.28,radius1,1,83.356,42.376,33.049,2013-02-11,15:13:04,2015-09-15,10:08:14,3443440384.000000,3525156494.701000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
95,spineROI,0,78.887,45.912,28,,,5,940,11.046,-7.0042,0,248.81,radius1,1,79.886,46.124,28.262,2013-11-16,21:45:36,2015-09-15,10:08:14,3467483136.000000,3525156494.703000,Yong Zhang,,,,0,,,,,,,,,,,,,,,,,,,
110,pivotPnt,3,76.691,52.006,20.873,,,5,969,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
111,controlPnt,2,85.32,39.6,39,,,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
112,controlPnt,2,82.08,44.28,32,,,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
113,controlPnt,2,77.58,50.22,25,,,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
114,controlPnt,2,73.08,56.16,17,,,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
115,controlPnt,2,70.38,64.44,14,,,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
116,spineROI,0,163.5,51.323,7,,,6,1096,12.387,-8.0558,0,273.76,radius1,1,162.38,49.591,5.8553,2013-02-11,16:04:16,2015-09-15,10:08:14,3443443456.000000,3525156494.705000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
116,spineROI,0,167.05,43.168,6,,,6,1133,20.442,0,0,244.86,radius1,1,165.98,42.212,7.494,2013-02-11,16:04:16,2015-09-15,10:08:14,3443443456.000000,3525156494.707000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
116,spineROI,0,170,37.611,5,,,6,1162,26.302,5.8594,0,282.95,radius1,1,168.42,37.385,6.6986,2013-02-11,16:04:16,2015-09-15,10:08:14,3443443456.000000,3525156494.709000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
116,spineROI,0,170.83,34.498,8,,,6,1181,29.974,9.5321,0,260.81,radius1,1,169.64,33.888,6.5135,2013-02-11,16:04:16,2015-09-15,10:08:14,3443443456.000000,3525156494.712000,YongZhang,,,,0,,,,,,,,,,,,,,,,,,,
